,support,mape,rmse,mae,r2
train,528.9,0.004999999999999999,0.1398,0.10550000000000001,1.0
cv,69.1,0.013300000000000001,0.40390000000000004,0.27999999999999997,0.9984
unobserved,77.0,0.015700000000000002,0.4979,0.3046,0.9979999999999999
