,support,mape,rmse,mae,r2
train,1806.1,2.4092,2654961.5895999996,1727168.2514000002,0.9228
cv,401.3,9.6004,7191199.7022,5105624.468900001,0.2298
unobserved,446.0,8.5395,7775144.354800001,5450839.9375,0.1274
