,support,mape,rmse,mae,r2
train,13.9,3.2309000000000005,1486520.4421,1073976.1902,0.0
cv,401.3,2.91,9464704.1256,5293825.150900001,-0.32970000000000005
unobserved,446.0,2.5619,9684460.029099999,5481411.108499999,-0.35409999999999997
