,support,mape,rmse,mae,r2
train,68.4,0.054400000000000004,1.6129000000000002,1.1507,0.9306000000000001
cv,69.1,0.1325,5.792,3.8141999999999996,0.6081
unobserved,77.0,0.1453,5.7741,4.010400000000001,0.6558
