,support,mape,rmse,mae,r2
train,418.5,1.4553012327181668e+16,30.9077,9.5046,0.49060000000000004
cv,46.5,2.6185109788358024e+16,36.45649999999999,17.3333,-1.6099
unobserved,52.0,1.4646836969564836e+16,151.77810000000002,38.7415,-0.0063
