,support,mape,rmse,mae,r2
train,946.6,0.0269,10923.612200000001,4938.560600000001,0.9837
cv,131.4,0.0962,26881.0643,16467.822599999996,0.8802
unobserved,146.0,0.0962,34546.76609999999,18299.981,0.8261000000000001
