,support,mape,rmse,mae,r2
train,376.5,1.5814172507893962e+16,32.4069,10.346900000000002,0.49219999999999997
cv,46.5,2.8305664983395628e+16,37.1048,18.124199999999995,-1.8417999999999999
unobserved,52.0,1.5243327030784634e+16,151.8517,38.6457,-0.007200000000000001
